0,1,2
-120.0,-120.0,-20.02987117290497
-120.0,-20.067113246917724,-120.0
-20.10705985069275,-120.0,-120.0
-20.127105045318604,-120.0,-120.0
-20.3326984834671,-120.0,-120.0
